Distance (µm),O At%,F At%,Si At%,K At%,C At%,Na At%,
0.584020465440591,5.433161,9.41916,58.79071,13.0347,13.1481,0.174175,
0.585594644592723,6.925338,8.935372,58.0126,9.676421,16.03499,0.41528,
0.587168823744853,5.136051,7.906097,57.74194,11.56761,17.64831,0,
0.588743002896985,5.90466,9.774657,56.49974,10.4129,16.97705,0.430989,
0.590317182049116,6.75167,8.808105,54.72646,10.02582,19.11422,0.573721,
0.591891361201246,5.393199,8.101775,56.16777,11.36681,18.95902,0.011411,
0.593465540353377,6.12204,8.186577,54.24179,10.08633,21.29397,0.069286,
0.595039719505508,5.7926,7.152412,56.19863,11.13829,19.63573,0.08234,
0.596613898657639,6.04156,8.350067,55.65915,12.55223,17.3237,0.073302,
0.59818807780977,6.039654,8.918653,53.25758,9.850496,21.486,0.447625,
0.599762256961901,6.926776,8.505491,52.46557,9.449909,22.23944,0.412807,
0.601336436114032,6.149367,7.889928,52.12253,11.28363,22.54742,0.007114,
0.602910615266163,6.862643,7.664165,50.99197,11.17337,23.30786,0,
0.604484794418294,8.384345,8.496562,51.48265,10.88464,20.71369,0.038112,
0.606058973570425,5.361115,8.267795,53.30887,10.52762,22.5346,0,
0.607633152722556,6.313631,8.586948,48.69278,13.09916,23.26631,0.041173,
0.609207331874687,6.059362,9.575546,49.02162,11.2137,24.12977,0,
0.610781511026818,6.141057,8.580428,48.82923,13.28216,22.9263,0.240823,
0.612355690178949,5.418877,8.780864,48.99284,10.93032,25.78654,0.090562,
0.61392986933108,5.631355,8.425295,46.77037,9.348356,29.35186,0.47277,
0.615504048483211,6.645848,7.973061,48.84915,12.84722,23.63921,0.045509,
0.617078227635342,6.908204,8.979125,48.94498,10.88406,24.28363,0,
0.618652406787473,4.954177,9.845502,50.79918,11.7538,22.64734,0,
0.620226585939604,5.238704,9.304697,50.92462,10.78416,23.70942,0.0384,
0.621800765091735,5.406369,8.12921,48.90196,10.88826,25.93331,0.740899,
0.623374944243866,5.805837,8.394746,46.56442,11.23902,27.83782,0.15816,
0.624949123395997,5.553493,7.970837,44.62855,11.34164,29.84819,0.657294,
0.626523302548128,4.63936,8.852457,47.35721,10.34117,28.8098,0,
0.628097481700259,5.316104,8.454281,46.6585,10.79525,28.77587,0,
0.62967166085239,6.471267,7.522861,44.47832,10.82358,30.60515,0.098823,
0.631245840004521,6.443525,7.937149,46.33258,11.06452,27.79212,0.430104,
0.632820019156652,5.750283,8.606003,46.61092,10.88048,27.92712,0.225193,
0.634394198308783,5.354257,8.663813,43.40047,10.09277,32.4887,0,
0.635968377460914,4.728069,8.177283,44.3174,9.709681,32.97063,0.09693,
0.637542556613044,5.038664,7.673432,46.45557,12.0807,28.48192,0.269718,
0.639116735765176,6.971949,7.4375,43.04687,8.922225,33.08445,0.537006,
0.640690914917306,5.788597,8.635523,41.18792,11.05364,33.22812,0.10621,
0.642265094069438,5.934806,7.714731,47.80324,12.4671,25.78131,0.298822,
0.643839273221569,7.541975,7.762663,45.07851,10.43263,28.97885,0.205359,
0.6454134523737,6.608496,6.454475,47.60011,10.13866,28.76364,0.434619,
0.646987631525831,7.381267,6.031719,42.86652,11.76851,31.95199,0,
0.648561810677961,5.715169,8.005079,44.13831,9.726143,31.74172,0.673581,
0.650135989830093,7.758346,7.092331,45.03664,10.84818,29.2645,0,
0.651710168982224,7.577044,8.963517,46.93896,10.7948,25.72567,0,
0.653284348134354,5.884701,8.640148,45.42778,11.33365,28.07043,0.643289,
0.654858527286485,7.021863,9.546401,47.48185,11.6509,24.09937,0.199619,
0.656432706438616,6.949081,7.22948,45.85505,12.11857,27.84781,0,
0.658006885590747,4.693285,8.768594,50.64816,10.90276,24.77399,0.213219,
0.659581064742878,6.695756,7.8813,45.84352,11.38387,27.46031,0.735243,
0.661155243895009,6.556967,8.118472,46.12619,11.2381,27.77231,0.187963,
0.66272942304714,7.496795,9.604735,44.53875,9.883776,28.32016,0.155784,
0.664303602199271,7.494338,8.139803,46.53239,9.726464,27.8646,0.242405,
0.665877781351402,9.24592,7.826995,47.54221,9.263546,25.67937,0.441957,
0.667451960503533,6.874191,8.973733,46.49185,10.81939,26.43794,0.402892,
0.669026139655664,7.48458,9.977379,45.63301,9.723138,27.18189,0,
0.670600318807795,8.852582,7.745996,47.0388,10.47248,25.5767,0.313452,
0.672174497959926,9.093729,7.282846,47.88428,9.905736,25.71966,0.113744,
0.673748677112057,6.657294,8.32423,45.58989,9.622289,29.49548,0.310828,
0.675322856264188,6.488493,8.979507,46.22392,10.19618,28.1119,0,
0.676897035416319,7.611812,9.350926,45.91346,10.89301,26.01701,0.213774,
0.67847121456845,8.87042,6.858634,48.09029,12.32112,23.85953,0,
0.680045393720581,6.660932,7.97908,48.35785,9.603209,27.31989,0.079035,
0.681619572872712,6.125452,7.605352,45.80359,11.22002,29.24558,0,
0.683193752024843,7.348014,7.869411,47.39321,11.3245,25.69554,0.369337,
0.684767931176974,6.530373,7.778518,51.60796,11.59003,22.41298,0.08015,
0.686342110329105,8.395075,9.165538,48.50954,12.01517,21.91468,0,
0.687916289481236,5.986521,7.58841,45.4005,9.84804,30.82328,0.353256,
0.689490468633367,7.323286,7.775995,46.30135,11.87704,26.47509,0.24724,
0.691064647785498,6.254296,7.283194,51.18035,12.29493,22.76077,0.226465,
0.692638826937629,6.839634,7.479516,49.88827,11.13855,24.51924,0.134793,
0.69421300608976,7.838897,6.737916,51.82565,11.78986,21.78774,0.019929,
0.695787185241891,7.567222,7.447305,46.2624,11.58962,26.68038,0.453073,
0.697361364394022,5.40209,7.767604,47.75539,11.44627,27.4913,0.137355,
0.698935543546153,6.10191,8.880308,47.15837,11.40308,25.55202,0.904314,
0.700509722698284,7.397601,7.606807,45.67165,10.41424,28.80939,0.100321,
0.702083901850415,5.326156,7.51098,53.76321,10.60781,22.79184,0,
0.703658081002546,6.698245,7.694967,51.05574,11.88423,21.96727,0.699542,
0.705232260154677,6.614845,6.43432,51.43195,11.19146,24.32743,0,
0.706806439306808,5.706931,8.896545,52.27242,13.37601,19.57659,0.171507,
0.708380618458939,8.418617,7.778991,47.82657,11.0694,24.90642,0,
0.709954797611069,7.592527,8.079869,50.98583,11.60681,21.73496,0,
0.711528976763201,5.523666,7.993809,48.75254,12.03369,25.52426,0.172036,
0.713103155915331,6.932226,7.08699,51.66628,11.9148,22.3997,0,
0.714677335067462,8.554485,6.988122,49.91497,12.6958,21.54367,0.302949,
0.716251514219593,6.822573,8.011912,51.48425,9.736662,23.72676,0.217851,
0.717825693371724,6.900155,5.845367,50.09307,10.57821,26.3527,0.230498,
0.719399872523855,5.469725,7.186858,50.92761,12.35803,23.79796,0.259822,
0.720974051675986,6.079684,6.671116,54.0127,12.7829,19.98867,0.464934,
0.722548230828117,7.580689,7.869901,52.31303,11.08456,21.15182,0,
0.724122409980248,6.927824,5.716395,50.49587,12.09966,24.69963,0.06062,
0.725696589132379,7.108682,5.651363,53.00497,10.29101,23.94398,0,
0.72727076828451,7.33362,6.387824,52.69727,11.57215,21.45153,0.557606,
0.728844947436641,6.560004,7.258745,51.64528,9.692964,24.84301,0,
0.730419126588772,6.888485,7.225343,54.42622,14.0437,17.36749,0.048759,
0.731993305740903,6.234373,7.280601,51.14977,11.87395,23.35133,0.109982,
0.733567484893034,7.726261,6.218874,52.73906,12.22374,21.09207,0,
0.735141664045165,6.342193,5.915305,51.77564,11.22816,24.58759,0.151115,
0.736715843197296,7.110671,6.217173,54.42537,11.35129,20.85385,0.041644,
0.738290022349427,6.135002,7.270013,58.35405,10.95822,17.06854,0.214173,
0.739864201501558,6.455587,6.833177,52.91768,12.48632,20.99959,0.307647,
0.741438380653689,7.961871,5.318538,57.37998,10.96483,18.26032,0.114458,
0.74301255980582,8.936118,5.992041,54.92,10.85532,19.29652,0,
0.744586738957951,6.700527,2.837851,56.7072,11.29461,22.41673,0.043084,
0.746160918110082,5.765904,5.405742,56.86155,10.21265,21.71846,0.035686,
0.747735097262213,5.968177,5.433925,58.50754,9.667583,20.42277,0,
0.749309276414344,6.19743,2.982577,62.82973,10.28432,17.70593,0,
0.750883455566475,4.936272,4.923347,63.69479,9.637199,16.08059,0.7278,
0.752457634718606,5.63733,4.315599,57.55338,11.41743,20.33008,0.746185,
0.754031813870737,3.902458,4.260815,61.1674,11.41825,18.61553,0.635543,
0.755605993022868,3.954626,3.257582,68.02625,10.40308,14.35846,0,
0.757180172174999,4.535748,3.980547,65.3052,8.677343,17.10319,0.397976,
0.75875435132713,4.358795,4.492939,66.791,9.487877,14.86939,0,
0.76032853047926,5.220181,3.297997,69.55056,10.32804,11.40625,0.196968,
0.761902709631391,3.919501,2.940338,73.14358,10.38091,9.615673,0,
0.763476888783522,2.404542,2.200132,73.94859,10.4274,10.40191,0.617433,
0.765051067935653,3.641507,2.361857,75.022,9.288044,9.472319,0.214278,
0.766625247087784,3.874846,1.998767,81.24049,7.398814,4.953003,0.534072,
0.768199426239915,3.397717,1.945241,81.5991,6.498665,6.559279,0,
0.769773605392046,2.41522,3.042966,83.01566,7.817854,3.48369,0.224615,
0.771347784544177,1.151215,2.183126,79.57882,8.558883,8.29952,0.228434,
0.772921963696308,3.102711,1.878824,78.31731,11.14064,5.300709,0.259809,
0.774496142848439,2.916147,2.240344,76.29016,8.757978,8.869449,0.925922,
0.77607032200057,3.742402,2.719988,81.11969,7.959009,3.313965,1.144945,
0.777644501152701,2.919969,1.151564,82.1511,10.07431,3.703055,0,
0.779218680304832,3.295855,1.793475,85.2723,7.172303,2.058956,0.407111,
0.780792859456963,3.108247,1.316312,80.68973,7.944247,6.544275,0.397192,
0.782367038609094,3.770675,1.507636,78.96508,8.866799,6.321027,0.568783,
0.783941217761225,4.361952,1.43089,81.72763,7.67012,4.404181,0.405227,
0.785515396913356,2.927343,2.359551,85.85904,7.716111,0.736286,0.401667,
